,Area,Element,Value,Unit,Value Extended
45,Afghanistan,Import Quantity,3892.0,1000 Head,3892000.0
46,Afghanistan,Import Value,3350.0,1000 US$,3350000.0
47,Afghanistan,Export Quantity,0.0,1000 Head,0.0
48,Afghanistan,Export Value,0.0,1000 US$,0.0
49,Afghanistan,Import Quantity,4720.0,1000 Head,4720000.0
50,Afghanistan,Import Value,6361.0,1000 US$,6361000.0
51,Afghanistan,Export Quantity,0.0,1000 Head,0.0
52,Afghanistan,Export Value,0.0,1000 US$,0.0
53,Afghanistan,Import Quantity,1094.0,1000 Head,1094000.0
54,Afghanistan,Import Value,1277.0,1000 US$,1277000.0
55,Afghanistan,Export Quantity,0.0,1000 Head,0.0
56,Afghanistan,Export Value,0.0,1000 US$,0.0
57,Afghanistan,Import Quantity,2874.0,1000 Head,2874000.0
58,Afghanistan,Import Value,3415.0,1000 US$,3415000.0
59,Afghanistan,Export Quantity,0.0,1000 Head,0.0
60,Afghanistan,Export Value,0.0,1000 US$,0.0
61,Afghanistan,Import Quantity,10700.0,1000 Head,10700000.0
62,Afghanistan,Import Value,5748.0,1000 US$,5748000.0
63,Afghanistan,Import Quantity,2111.0,1000 Head,2111000.0
64,Afghanistan,Import Value,2330.0,1000 US$,2330000.0
65,Afghanistan,Export Quantity,8.0,1000 Head,8000.0
66,Afghanistan,Export Value,4.0,1000 US$,4000.0
67,Afghanistan,Import Quantity,15004.0,1000 Head,15004000.0
68,Afghanistan,Import Value,7944.0,1000 US$,7944000.0
69,Afghanistan,Import Quantity,17064.0,1000 Head,17064000.0
70,Afghanistan,Import Value,8204.0,1000 US$,8204000.0
184,Albania,Import Quantity,7738.0,1000 Head,7738000.0
185,Albania,Import Value,5288.0,1000 US$,5288000.0
186,Albania,Export Quantity,0.0,1000 Head,0.0
187,Albania,Export Value,0.0,1000 US$,0.0
188,Albania,Import Quantity,6901.0,1000 Head,6901000.0
189,Albania,Import Value,4420.0,1000 US$,4420000.0
190,Albania,Export Quantity,0.0,1000 Head,0.0
191,Albania,Export Value,0.0,1000 US$,0.0
192,Albania,Import Quantity,6856.0,1000 Head,6856000.0
193,Albania,Import Value,4432.0,1000 US$,4432000.0
194,Albania,Export Quantity,6.0,1000 Head,6000.0
195,Albania,Export Value,2.0,1000 US$,2000.0
196,Albania,Import Quantity,6443.0,1000 Head,6443000.0
197,Albania,Import Value,5821.0,1000 US$,5821000.0
198,Albania,Export Quantity,0.0,1000 Head,0.0
199,Albania,Export Value,0.0,1000 US$,0.0
200,Albania,Import Quantity,6172.0,1000 Head,6172000.0
201,Albania,Import Value,6341.0,1000 US$,6341000.0
202,Albania,Import Quantity,6166.0,1000 Head,6166000.0
203,Albania,Import Value,4811.0,1000 US$,4811000.0
204,Albania,Import Quantity,6636.0,1000 Head,6636000.0
205,Albania,Import Value,5093.0,1000 US$,5093000.0
206,Albania,Export Quantity,115.0,1000 Head,115000.0
207,Albania,Export Value,88.0,1000 US$,88000.0
208,Albania,Import Quantity,5860.0,1000 Head,5860000.0
209,Albania,Import Value,4138.0,1000 US$,4138000.0
406,Algeria,Import Quantity,2360.0,1000 Head,2360000.0
407,Algeria,Import Value,8774.0,1000 US$,8774000.0
408,Algeria,Export Quantity,0.0,1000 Head,0.0
409,Algeria,Export Value,0.0,1000 US$,0.0
410,Algeria,Import Quantity,4211.0,1000 Head,4211000.0
411,Algeria,Import Value,17108.0,1000 US$,17108000.0
412,Algeria,Export Quantity,0.0,1000 Head,0.0
413,Algeria,Export Value,0.0,1000 US$,0.0
414,Algeria,Import Quantity,6104.0,1000 Head,6104000.0
415,Algeria,Import Value,19825.0,1000 US$,19825000.0
416,Algeria,Export Quantity,0.0,1000 Head,0.0
417,Algeria,Export Value,0.0,1000 US$,0.0
418,Algeria,Import Quantity,5699.0,1000 Head,5699000.0
419,Algeria,Import Value,22905.0,1000 US$,22905000.0
420,Algeria,Export Quantity,0.0,1000 Head,0.0
421,Algeria,Export Value,0.0,1000 US$,0.0
422,Algeria,Import Quantity,4315.0,1000 Head,4315000.0
423,Algeria,Import Value,20163.0,1000 US$,20163000.0
424,Algeria,Import Quantity,5255.0,1000 Head,5255000.0
425,Algeria,Import Value,19807.0,1000 US$,19807000.0
426,Algeria,Import Quantity,6433.0,1000 Head,6433000.0
427,Algeria,Import Value,23609.0,1000 US$,23609000.0
428,Algeria,Import Quantity,4790.0,1000 Head,4790000.0
429,Algeria,Import Value,19051.0,1000 US$,19051000.0
582,American Samoa,Import Quantity,0.0,1000 Head,0.0
583,American Samoa,Import Value,0.0,1000 US$,0.0
584,American Samoa,Import Quantity,0.0,1000 Head,0.0
585,American Samoa,Import Value,0.0,1000 US$,0.0
586,American Samoa,Import Quantity,0.0,1000 Head,0.0
587,American Samoa,Import Value,0.0,1000 US$,0.0
588,American Samoa,Import Quantity,0.0,1000 Head,0.0
589,American Samoa,Import Value,0.0,1000 US$,0.0
647,Angola,Import Quantity,130.0,1000 Head,130000.0
648,Angola,Import Value,264.0,1000 US$,264000.0
649,Angola,Export Quantity,0.0,1000 Head,0.0
650,Angola,Export Value,0.0,1000 US$,0.0
651,Angola,Import Quantity,265.0,1000 Head,265000.0
652,Angola,Import Value,325.0,1000 US$,325000.0
653,Angola,Export Quantity,0.0,1000 Head,0.0
654,Angola,Export Value,0.0,1000 US$,0.0
655,Angola,Import Quantity,585.0,1000 Head,585000.0
656,Angola,Import Value,539.0,1000 US$,539000.0
657,Angola,Export Quantity,0.0,1000 Head,0.0
658,Angola,Export Value,0.0,1000 US$,0.0
659,Angola,Import Quantity,702.0,1000 Head,702000.0
660,Angola,Import Value,688.0,1000 US$,688000.0
661,Angola,Export Quantity,0.0,1000 Head,0.0
662,Angola,Export Value,0.0,1000 US$,0.0
663,Angola,Import Quantity,800.0,1000 Head,800000.0
664,Angola,Import Value,845.0,1000 US$,845000.0
665,Angola,Import Quantity,1363.0,1000 Head,1363000.0
666,Angola,Import Value,1291.0,1000 US$,1291000.0
667,Angola,Import Quantity,1390.0,1000 Head,1390000.0
668,Angola,Import Value,1279.0,1000 US$,1279000.0
669,Angola,Import Quantity,1649.0,1000 Head,1649000.0
670,Angola,Import Value,1814.0,1000 US$,1814000.0
791,Antigua and Barbuda,Import Quantity,60.0,1000 Head,60000.0
792,Antigua and Barbuda,Import Value,77.0,1000 US$,77000.0
793,Antigua and Barbuda,Export Quantity,0.0,1000 Head,0.0
794,Antigua and Barbuda,Export Value,0.0,1000 US$,0.0
795,Antigua and Barbuda,Import Quantity,23.0,1000 Head,23000.0
796,Antigua and Barbuda,Import Value,18.0,1000 US$,18000.0
797,Antigua and Barbuda,Export Quantity,2.0,1000 Head,2000.0
798,Antigua and Barbuda,Export Value,2.0,1000 US$,2000.0
799,Antigua and Barbuda,Import Quantity,68.0,1000 Head,68000.0
800,Antigua and Barbuda,Import Value,67.0,1000 US$,67000.0
801,Antigua and Barbuda,Export Quantity,1.0,1000 Head,1000.0
802,Antigua and Barbuda,Export Value,2.0,1000 US$,2000.0
803,Antigua and Barbuda,Import Quantity,23.0,1000 Head,23000.0
804,Antigua and Barbuda,Import Value,36.0,1000 US$,36000.0
805,Antigua and Barbuda,Export Quantity,3.0,1000 Head,3000.0
806,Antigua and Barbuda,Export Value,3.0,1000 US$,3000.0
807,Antigua and Barbuda,Import Quantity,15.0,1000 Head,15000.0
808,Antigua and Barbuda,Import Value,23.0,1000 US$,23000.0
809,Antigua and Barbuda,Export Quantity,0.0,1000 Head,0.0
810,Antigua and Barbuda,Export Value,0.0,1000 US$,0.0
811,Antigua and Barbuda,Import Quantity,2.0,1000 Head,2000.0
812,Antigua and Barbuda,Import Value,57.0,1000 US$,57000.0
813,Antigua and Barbuda,Export Quantity,0.0,1000 Head,0.0
814,Antigua and Barbuda,Export Value,2.0,1000 US$,2000.0
815,Antigua and Barbuda,Import Quantity,1.0,1000 Head,1000.0
816,Antigua and Barbuda,Import Value,24.0,1000 US$,24000.0
817,Antigua and Barbuda,Export Quantity,2.0,1000 Head,2000.0
818,Antigua and Barbuda,Export Value,6.0,1000 US$,6000.0
819,Antigua and Barbuda,Import Quantity,10.0,1000 Head,10000.0
820,Antigua and Barbuda,Import Value,35.0,1000 US$,35000.0
821,Antigua and Barbuda,Export Quantity,2.0,1000 Head,2000.0
822,Antigua and Barbuda,Export Value,6.0,1000 US$,6000.0
1055,Argentina,Import Quantity,582.0,1000 Head,582000.0
1056,Argentina,Import Value,8214.0,1000 US$,8214000.0
1057,Argentina,Export Quantity,340.0,1000 Head,340000.0
1058,Argentina,Export Value,1126.0,1000 US$,1126000.0
1059,Argentina,Import Quantity,607.0,1000 Head,607000.0
1060,Argentina,Import Value,9263.0,1000 US$,9263000.0
1061,Argentina,Export Quantity,283.0,1000 Head,283000.0
1062,Argentina,Export Value,1179.0,1000 US$,1179000.0
1063,Argentina,Import Quantity,594.0,1000 Head,594000.0
1064,Argentina,Import Value,9532.0,1000 US$,9532000.0
1065,Argentina,Export Quantity,243.0,1000 Head,243000.0
1066,Argentina,Export Value,1161.0,1000 US$,1161000.0
1067,Argentina,Import Quantity,625.0,1000 Head,625000.0
1068,Argentina,Import Value,10923.0,1000 US$,10923000.0
1069,Argentina,Export Quantity,289.0,1000 Head,289000.0
1070,Argentina,Export Value,1190.0,1000 US$,1190000.0
1071,Argentina,Import Quantity,612.0,1000 Head,612000.0
1072,Argentina,Import Value,11147.0,1000 US$,11147000.0
1073,Argentina,Export Quantity,196.0,1000 Head,196000.0
1074,Argentina,Export Value,1144.0,1000 US$,1144000.0
1075,Argentina,Import Quantity,577.0,1000 Head,577000.0
1076,Argentina,Import Value,11136.0,1000 US$,11136000.0
1077,Argentina,Export Quantity,181.0,1000 Head,181000.0
1078,Argentina,Export Value,1059.0,1000 US$,1059000.0
1079,Argentina,Import Quantity,807.0,1000 Head,807000.0
1080,Argentina,Import Value,15466.0,1000 US$,15466000.0
1081,Argentina,Export Quantity,127.0,1000 Head,127000.0
1082,Argentina,Export Value,740.0,1000 US$,740000.0
1083,Argentina,Import Quantity,671.0,1000 Head,671000.0
1084,Argentina,Import Value,14940.0,1000 US$,14940000.0
1085,Argentina,Export Quantity,440.0,1000 Head,440000.0
1086,Argentina,Export Value,1445.0,1000 US$,1445000.0
1309,Armenia,Import Quantity,862.0,1000 Head,862000.0
1310,Armenia,Import Value,998.0,1000 US$,998000.0
1311,Armenia,Export Quantity,410.0,1000 Head,410000.0
1312,Armenia,Export Value,434.0,1000 US$,434000.0
1313,Armenia,Import Quantity,1432.0,1000 Head,1432000.0
1314,Armenia,Import Value,1497.0,1000 US$,1497000.0
1315,Armenia,Export Quantity,124.0,1000 Head,124000.0
1316,Armenia,Export Value,137.0,1000 US$,137000.0
1317,Armenia,Import Quantity,2769.0,1000 Head,2769000.0
1318,Armenia,Import Value,1953.0,1000 US$,1953000.0
1319,Armenia,Export Quantity,170.0,1000 Head,170000.0
1320,Armenia,Export Value,174.0,1000 US$,174000.0
1321,Armenia,Import Quantity,7243.0,1000 Head,7243000.0
1322,Armenia,Import Value,4397.0,1000 US$,4397000.0
1323,Armenia,Export Quantity,85.0,1000 Head,85000.0
1324,Armenia,Export Value,94.0,1000 US$,94000.0
1325,Armenia,Import Quantity,8014.0,1000 Head,8014000.0
1326,Armenia,Import Value,4069.0,1000 US$,4069000.0
1327,Armenia,Import Quantity,8051.0,1000 Head,8051000.0
1328,Armenia,Import Value,3854.0,1000 US$,3854000.0
1329,Armenia,Import Quantity,6647.0,1000 Head,6647000.0
1330,Armenia,Import Value,3113.0,1000 US$,3113000.0
1331,Armenia,Import Quantity,6821.0,1000 Head,6821000.0
1332,Armenia,Import Value,4169.0,1000 US$,4169000.0
1516,Aruba,Import Quantity,357.0,1000 Head,357000.0
1517,Aruba,Import Value,430.0,1000 US$,430000.0
1518,Aruba,Export Quantity,35.0,1000 Head,35000.0
1519,Aruba,Export Value,13.0,1000 US$,13000.0
1520,Aruba,Import Quantity,206.0,1000 Head,206000.0
1521,Aruba,Import Value,417.0,1000 US$,417000.0
1522,Aruba,Export Quantity,49.0,1000 Head,49000.0
1523,Aruba,Export Value,15.0,1000 US$,15000.0
1524,Aruba,Import Quantity,206.0,1000 Head,206000.0
1525,Aruba,Import Value,417.0,1000 US$,417000.0
1526,Aruba,Export Quantity,11.0,1000 Head,11000.0
1527,Aruba,Export Value,44.0,1000 US$,44000.0
1528,Aruba,Import Quantity,37.0,1000 Head,37000.0
1529,Aruba,Import Value,109.0,1000 US$,109000.0
1530,Aruba,Export Quantity,11.0,1000 Head,11000.0
1531,Aruba,Export Value,44.0,1000 US$,44000.0
1532,Aruba,Import Quantity,84.0,1000 Head,84000.0
1533,Aruba,Import Value,432.0,1000 US$,432000.0
1534,Aruba,Export Quantity,5.0,1000 Head,5000.0
1535,Aruba,Export Value,100.0,1000 US$,100000.0
1536,Aruba,Import Quantity,8.0,1000 Head,8000.0
1537,Aruba,Import Value,373.0,1000 US$,373000.0
1538,Aruba,Export Quantity,6.0,1000 Head,6000.0
1539,Aruba,Export Value,136.0,1000 US$,136000.0
1540,Aruba,Import Quantity,119.0,1000 Head,119000.0
1541,Aruba,Import Value,566.0,1000 US$,566000.0
1542,Aruba,Export Quantity,4.0,1000 Head,4000.0
1543,Aruba,Export Value,25.0,1000 US$,25000.0
1544,Aruba,Import Quantity,9.0,1000 Head,9000.0
1545,Aruba,Import Value,302.0,1000 US$,302000.0
1546,Aruba,Export Quantity,5.0,1000 Head,5000.0
1547,Aruba,Export Value,27.0,1000 US$,27000.0
1771,Australia,Export Quantity,698.0,1000 Head,698000.0
1772,Australia,Export Value,5971.0,1000 US$,5971000.0
1773,Australia,Export Quantity,695.0,1000 Head,695000.0
1774,Australia,Export Value,5502.0,1000 US$,5502000.0
1775,Australia,Export Quantity,802.0,1000 Head,802000.0
1776,Australia,Export Value,4242.0,1000 US$,4242000.0
1777,Australia,Export Quantity,258.0,1000 Head,258000.0
1778,Australia,Export Value,1170.0,1000 US$,1170000.0
1779,Australia,Export Quantity,106.0,1000 Head,106000.0
1780,Australia,Export Value,306.0,1000 US$,306000.0
1781,Australia,Export Quantity,167.0,1000 Head,167000.0
1782,Australia,Export Value,329.0,1000 US$,329000.0
1783,Australia,Export Quantity,216.0,1000 Head,216000.0
1784,Australia,Export Value,1533.0,1000 US$,1533000.0
1785,Australia,Export Quantity,1215.0,1000 Head,1215000.0
1786,Australia,Export Value,8262.0,1000 US$,8262000.0
2057,Austria,Import Quantity,11057.0,1000 Head,11057000.0
2058,Austria,Import Value,16382.0,1000 US$,16382000.0
2059,Austria,Export Quantity,9051.0,1000 Head,9051000.0
2060,Austria,Export Value,8773.0,1000 US$,8773000.0
2061,Austria,Import Quantity,12325.0,1000 Head,12325000.0
2062,Austria,Import Value,23047.0,1000 US$,23047000.0
2063,Austria,Export Quantity,11944.0,1000 Head,11944000.0
2064,Austria,Export Value,10082.0,1000 US$,10082000.0
2065,Austria,Import Quantity,12020.0,1000 Head,12020000.0
2066,Austria,Import Value,23407.0,1000 US$,23407000.0
2067,Austria,Export Quantity,10783.0,1000 Head,10783000.0
2068,Austria,Export Value,10345.0,1000 US$,10345000.0
2069,Austria,Import Quantity,11802.0,1000 Head,11802000.0
2070,Austria,Import Value,27464.0,1000 US$,27464000.0
2071,Austria,Export Quantity,9805.0,1000 Head,9805000.0
2072,Austria,Export Value,9075.0,1000 US$,9075000.0
2073,Austria,Import Quantity,15370.0,1000 Head,15370000.0
2074,Austria,Import Value,33188.0,1000 US$,33188000.0
2075,Austria,Export Quantity,12669.0,1000 Head,12669000.0
2076,Austria,Export Value,11758.0,1000 US$,11758000.0
2077,Austria,Import Quantity,13750.0,1000 Head,13750000.0
2078,Austria,Import Value,29186.0,1000 US$,29186000.0
2079,Austria,Export Quantity,14574.0,1000 Head,14574000.0
2080,Austria,Export Value,10489.0,1000 US$,10489000.0
2081,Austria,Import Quantity,16601.0,1000 Head,16601000.0
2082,Austria,Import Value,32052.0,1000 US$,32052000.0
2083,Austria,Export Quantity,16633.0,1000 Head,16633000.0
2084,Austria,Export Value,11913.0,1000 US$,11913000.0
2085,Austria,Import Quantity,14751.0,1000 Head,14751000.0
2086,Austria,Import Value,32714.0,1000 US$,32714000.0
2087,Austria,Export Quantity,14968.0,1000 Head,14968000.0
2088,Austria,Export Value,13086.0,1000 US$,13086000.0
2393,Azerbaijan,Import Quantity,1429.0,1000 Head,1429000.0
2394,Azerbaijan,Import Value,840.0,1000 US$,840000.0
2395,Azerbaijan,Export Quantity,0.0,1000 Head,0.0
2396,Azerbaijan,Export Value,0.0,1000 US$,0.0
2397,Azerbaijan,Import Quantity,2109.0,1000 Head,2109000.0
2398,Azerbaijan,Import Value,3342.0,1000 US$,3342000.0
2399,Azerbaijan,Export Quantity,0.0,1000 Head,0.0
2400,Azerbaijan,Export Value,0.0,1000 US$,0.0
2401,Azerbaijan,Import Quantity,2967.0,1000 Head,2967000.0
2402,Azerbaijan,Import Value,4735.0,1000 US$,4735000.0
2403,Azerbaijan,Export Quantity,0.0,1000 Head,0.0
2404,Azerbaijan,Export Value,0.0,1000 US$,0.0
2405,Azerbaijan,Import Quantity,6942.0,1000 Head,6942000.0
2406,Azerbaijan,Import Value,5109.0,1000 US$,5109000.0
2407,Azerbaijan,Export Quantity,4.0,1000 Head,4000.0
2408,Azerbaijan,Export Value,25.0,1000 US$,25000.0
2409,Azerbaijan,Import Quantity,2046.0,1000 Head,2046000.0
2410,Azerbaijan,Import Value,4655.0,1000 US$,4655000.0
2411,Azerbaijan,Export Quantity,18.0,1000 Head,18000.0
2412,Azerbaijan,Export Value,118.0,1000 US$,118000.0
2413,Azerbaijan,Import Quantity,3041.0,1000 Head,3041000.0
2414,Azerbaijan,Import Value,4461.0,1000 US$,4461000.0
2415,Azerbaijan,Export Quantity,104.0,1000 Head,104000.0
2416,Azerbaijan,Export Value,275.0,1000 US$,275000.0
2417,Azerbaijan,Import Quantity,4683.0,1000 Head,4683000.0
2418,Azerbaijan,Import Value,3537.0,1000 US$,3537000.0
2419,Azerbaijan,Export Quantity,2.0,1000 Head,2000.0
2420,Azerbaijan,Export Value,7.0,1000 US$,7000.0
2421,Azerbaijan,Import Quantity,3230.0,1000 Head,3230000.0
2422,Azerbaijan,Import Value,5083.0,1000 US$,5083000.0
2423,Azerbaijan,Export Quantity,41.0,1000 Head,41000.0
2424,Azerbaijan,Export Value,59.0,1000 US$,59000.0
2596,Bahamas,Import Quantity,377.0,1000 Head,377000.0
2597,Bahamas,Import Value,442.0,1000 US$,442000.0
2598,Bahamas,Import Quantity,198.0,1000 Head,198000.0
2599,Bahamas,Import Value,167.0,1000 US$,167000.0
2600,Bahamas,Import Quantity,478.0,1000 Head,478000.0
2601,Bahamas,Import Value,511.0,1000 US$,511000.0
2602,Bahamas,Import Quantity,515.0,1000 Head,515000.0
2603,Bahamas,Import Value,821.0,1000 US$,821000.0
2604,Bahamas,Import Quantity,33.0,1000 Head,33000.0
2605,Bahamas,Import Value,479.0,1000 US$,479000.0
2606,Bahamas,Import Quantity,67.0,1000 Head,67000.0
2607,Bahamas,Import Value,634.0,1000 US$,634000.0
2608,Bahamas,Import Quantity,493.0,1000 Head,493000.0
2609,Bahamas,Import Value,307.0,1000 US$,307000.0
2610,Bahamas,Import Quantity,402.0,1000 Head,402000.0
2611,Bahamas,Import Value,254.0,1000 US$,254000.0
2804,Bahrain,Import Quantity,88.0,1000 Head,88000.0
2805,Bahrain,Import Value,114.0,1000 US$,114000.0
2806,Bahrain,Export Quantity,,1000 Head,
2807,Bahrain,Export Value,,1000 US$,
2808,Bahrain,Import Quantity,105.0,1000 Head,105000.0
2809,Bahrain,Import Value,118.0,1000 US$,118000.0
2810,Bahrain,Export Quantity,,1000 Head,
2811,Bahrain,Export Value,,1000 US$,
2812,Bahrain,Import Quantity,108.0,1000 Head,108000.0
2813,Bahrain,Import Value,235.0,1000 US$,235000.0
2814,Bahrain,Export Quantity,,1000 Head,
2815,Bahrain,Export Value,,1000 US$,
2816,Bahrain,Import Quantity,151.0,1000 Head,151000.0
2817,Bahrain,Import Value,173.0,1000 US$,173000.0
2818,Bahrain,Export Quantity,,1000 Head,
2819,Bahrain,Export Value,,1000 US$,
2820,Bahrain,Import Quantity,185.0,1000 Head,185000.0
2821,Bahrain,Import Value,411.0,1000 US$,411000.0
2822,Bahrain,Import Quantity,68.0,1000 Head,68000.0
2823,Bahrain,Import Value,224.0,1000 US$,224000.0
2824,Bahrain,Import Quantity,180.0,1000 Head,180000.0
2825,Bahrain,Import Value,261.0,1000 US$,261000.0
2826,Bahrain,Export Quantity,0.0,1000 Head,0.0
2827,Bahrain,Export Value,0.0,1000 US$,0.0
2828,Bahrain,Import Quantity,1.0,1000 Head,1000.0
2829,Bahrain,Import Value,0.0,1000 US$,0.0
2830,Bahrain,Export Quantity,1.0,1000 Head,1000.0
2831,Bahrain,Export Value,2.0,1000 US$,2000.0
3067,Bangladesh,Import Quantity,2242.0,1000 Head,2242000.0
3068,Bangladesh,Import Value,11014.0,1000 US$,11014000.0
3069,Bangladesh,Export Quantity,0.0,1000 Head,0.0
3070,Bangladesh,Export Value,3.0,1000 US$,3000.0
3071,Bangladesh,Import Quantity,2058.0,1000 Head,2058000.0
3072,Bangladesh,Import Value,11506.0,1000 US$,11506000.0
3073,Bangladesh,Export Quantity,0.0,1000 Head,0.0
3074,Bangladesh,Export Value,0.0,1000 US$,0.0
3075,Bangladesh,Import Quantity,2300.0,1000 Head,2300000.0
3076,Bangladesh,Import Value,10000.0,1000 US$,10000000.0
3077,Bangladesh,Export Quantity,0.0,1000 Head,0.0
3078,Bangladesh,Export Value,0.0,1000 US$,0.0
3079,Bangladesh,Import Quantity,2356.0,1000 Head,2356000.0
3080,Bangladesh,Import Value,10232.0,1000 US$,10232000.0
3081,Bangladesh,Export Quantity,0.0,1000 Head,0.0
3082,Bangladesh,Export Value,0.0,1000 US$,0.0
3083,Bangladesh,Import Quantity,1598.0,1000 Head,1598000.0
3084,Bangladesh,Import Value,8184.0,1000 US$,8184000.0
3085,Bangladesh,Import Quantity,1090.0,1000 Head,1090000.0
3086,Bangladesh,Import Value,9408.0,1000 US$,9408000.0
3087,Bangladesh,Import Quantity,2814.0,1000 Head,2814000.0
3088,Bangladesh,Import Value,17645.0,1000 US$,17645000.0
3089,Bangladesh,Import Quantity,4067.0,1000 Head,4067000.0
3090,Bangladesh,Import Value,22280.0,1000 US$,22280000.0
3249,Barbados,Import Quantity,18.0,1000 Head,18000.0
3250,Barbados,Import Value,69.0,1000 US$,69000.0
3251,Barbados,Export Quantity,485.0,1000 Head,485000.0
3252,Barbados,Export Value,454.0,1000 US$,454000.0
3253,Barbados,Import Quantity,19.0,1000 Head,19000.0
3254,Barbados,Import Value,73.0,1000 US$,73000.0
3255,Barbados,Export Quantity,527.0,1000 Head,527000.0
3256,Barbados,Export Value,521.0,1000 US$,521000.0
3257,Barbados,Import Quantity,0.0,1000 Head,0.0
3258,Barbados,Import Value,0.0,1000 US$,0.0
3259,Barbados,Export Quantity,539.0,1000 Head,539000.0
3260,Barbados,Export Value,534.0,1000 US$,534000.0
3261,Barbados,Import Quantity,0.0,1000 Head,0.0
3262,Barbados,Import Value,0.0,1000 US$,0.0
3263,Barbados,Export Quantity,602.0,1000 Head,602000.0
3264,Barbados,Export Value,630.0,1000 US$,630000.0
3265,Barbados,Export Quantity,47.0,1000 Head,47000.0
3266,Barbados,Export Value,641.0,1000 US$,641000.0
3267,Barbados,Export Quantity,47.0,1000 Head,47000.0
3268,Barbados,Export Value,585.0,1000 US$,585000.0
3269,Barbados,Export Quantity,43.0,1000 Head,43000.0
3270,Barbados,Export Value,668.0,1000 US$,668000.0
3271,Barbados,Export Quantity,41.0,1000 Head,41000.0
3272,Barbados,Export Value,595.0,1000 US$,595000.0
3541,Belarus,Import Quantity,12817.0,1000 Head,12817000.0
3542,Belarus,Import Value,11828.0,1000 US$,11828000.0
3543,Belarus,Export Quantity,0.0,1000 Head,0.0
3544,Belarus,Export Value,0.0,1000 US$,0.0
3545,Belarus,Import Quantity,13933.0,1000 Head,13933000.0
3546,Belarus,Import Value,11806.0,1000 US$,11806000.0
3547,Belarus,Export Quantity,0.0,1000 Head,0.0
3548,Belarus,Export Value,0.0,1000 US$,0.0
3549,Belarus,Import Quantity,20670.0,1000 Head,20670000.0
3550,Belarus,Import Value,16661.0,1000 US$,16661000.0
3551,Belarus,Export Quantity,0.0,1000 Head,0.0
3552,Belarus,Export Value,0.0,1000 US$,0.0
3553,Belarus,Import Quantity,22533.0,1000 Head,22533000.0
3554,Belarus,Import Value,18650.0,1000 US$,18650000.0
3555,Belarus,Export Quantity,56.0,1000 Head,56000.0
3556,Belarus,Export Value,64.0,1000 US$,64000.0
3557,Belarus,Import Quantity,15280.0,1000 Head,15280000.0
3558,Belarus,Import Value,12653.0,1000 US$,12653000.0
3559,Belarus,Export Quantity,139.0,1000 Head,139000.0
3560,Belarus,Export Value,201.0,1000 US$,201000.0
3561,Belarus,Import Quantity,16908.0,1000 Head,16908000.0
3562,Belarus,Import Value,13164.0,1000 US$,13164000.0
3563,Belarus,Export Quantity,275.0,1000 Head,275000.0
3564,Belarus,Export Value,142.0,1000 US$,142000.0
3565,Belarus,Import Quantity,14909.0,1000 Head,14909000.0
3566,Belarus,Import Value,12052.0,1000 US$,12052000.0
3567,Belarus,Import Quantity,6733.0,1000 Head,6733000.0
3568,Belarus,Import Value,9034.0,1000 US$,9034000.0
3569,Belarus,Export Quantity,519.0,1000 Head,519000.0
3570,Belarus,Export Value,299.0,1000 US$,299000.0
3923,Belgium,Import Quantity,181387.0,1000 Head,181387000.0
3924,Belgium,Import Value,348628.0,1000 US$,348628000.0
3925,Belgium,Export Quantity,97631.0,1000 Head,97631000.0
3926,Belgium,Export Value,66527.0,1000 US$,66527000.0
3927,Belgium,Import Quantity,170197.0,1000 Head,170197000.0
3928,Belgium,Import Value,374170.0,1000 US$,374170000.0
3929,Belgium,Export Quantity,93255.0,1000 Head,93255000.0
3930,Belgium,Export Value,68194.0,1000 US$,68194000.0
3931,Belgium,Import Quantity,177365.0,1000 Head,177365000.0
3932,Belgium,Import Value,357183.0,1000 US$,357183000.0
3933,Belgium,Export Quantity,95623.0,1000 Head,95623000.0
3934,Belgium,Export Value,63595.0,1000 US$,63595000.0
3935,Belgium,Import Quantity,154169.0,1000 Head,154169000.0
3936,Belgium,Import Value,334425.0,1000 US$,334425000.0
3937,Belgium,Export Quantity,99615.0,1000 Head,99615000.0
3938,Belgium,Export Value,87024.0,1000 US$,87024000.0
3939,Belgium,Import Quantity,157364.0,1000 Head,157364000.0
3940,Belgium,Import Value,317208.0,1000 US$,317208000.0
3941,Belgium,Export Quantity,105124.0,1000 Head,105124000.0
3942,Belgium,Export Value,99191.0,1000 US$,99191000.0
3943,Belgium,Import Quantity,160555.0,1000 Head,160555000.0
3944,Belgium,Import Value,264363.0,1000 US$,264363000.0
3945,Belgium,Export Quantity,130277.0,1000 Head,130277000.0
3946,Belgium,Export Value,100985.0,1000 US$,100985000.0
3947,Belgium,Import Quantity,144975.0,1000 Head,144975000.0
3948,Belgium,Import Value,217814.0,1000 US$,217814000.0
3949,Belgium,Export Quantity,133658.0,1000 Head,133658000.0
3950,Belgium,Export Value,98964.0,1000 US$,98964000.0
3951,Belgium,Import Quantity,141743.0,1000 Head,141743000.0
3952,Belgium,Import Value,207538.0,1000 US$,207538000.0
3953,Belgium,Export Quantity,132204.0,1000 Head,132204000.0
3954,Belgium,Export Value,120048.0,1000 US$,120048000.0
4265,Belgium-Luxembourg,Import Quantity,0.0,1000 Head,0.0
4266,Belgium-Luxembourg,Import Value,0.0,1000 US$,0.0
