,Area,Element,Value,Unit,Value Extended
8887,China,Import Value,70355.0,1000 US$,70355000.0
8888,China,Export Quantity,7235.0,1000 Head,7235000.0
8889,China,Export Value,28624.0,1000 US$,28624000.0
8890,China,Import Quantity,9786.0,1000 Head,9786000.0
8891,China,Import Value,69242.0,1000 US$,69242000.0
8892,China,Export Quantity,7360.0,1000 Head,7360000.0
8893,China,Export Value,30936.0,1000 US$,30936000.0
8894,China,Import Quantity,9867.0,1000 Head,9867000.0
8895,China,Import Value,76306.0,1000 US$,76306000.0
8896,China,Export Quantity,7168.0,1000 Head,7168000.0
8897,China,Export Value,29756.0,1000 US$,29756000.0
8898,China,Import Quantity,7964.0,1000 Head,7964000.0
8899,China,Import Value,60059.0,1000 US$,60059000.0
8900,China,Export Quantity,5256.0,1000 Head,5256000.0
8901,China,Export Value,18517.0,1000 US$,18517000.0
8902,China,Import Quantity,5446.0,1000 Head,5446000.0
8903,China,Import Value,45447.0,1000 US$,45447000.0
8904,China,Export Quantity,4477.0,1000 Head,4477000.0
8905,China,Export Value,15700.0,1000 US$,15700000.0
8906,China,Import Quantity,5479.0,1000 Head,5479000.0
8907,China,Import Value,51188.0,1000 US$,51188000.0
8908,China,Export Quantity,4200.0,1000 Head,4200000.0
8909,China,Export Value,15320.0,1000 US$,15320000.0
8910,China,Import Quantity,4467.0,1000 Head,4467000.0
8911,China,Import Value,39291.0,1000 US$,39291000.0
8912,China,Export Quantity,427.0,1000 Head,427000.0
8913,China,Export Value,2234.0,1000 US$,2234000.0
9188,"China, Hong Kong SAR",Import Quantity,3699.0,1000 Head,3699000.0
9189,"China, Hong Kong SAR",Import Value,10811.0,1000 US$,10811000.0
9190,"China, Hong Kong SAR",Export Quantity,0.0,1000 Head,0.0
9191,"China, Hong Kong SAR",Export Value,0.0,1000 US$,0.0
9192,"China, Hong Kong SAR",Import Quantity,4202.0,1000 Head,4202000.0
9193,"China, Hong Kong SAR",Import Value,12593.0,1000 US$,12593000.0
9194,"China, Hong Kong SAR",Export Quantity,0.0,1000 Head,0.0
9195,"China, Hong Kong SAR",Export Value,0.0,1000 US$,0.0
9196,"China, Hong Kong SAR",Import Quantity,4039.0,1000 Head,4039000.0
9197,"China, Hong Kong SAR",Import Value,11656.0,1000 US$,11656000.0
9198,"China, Hong Kong SAR",Export Quantity,0.0,1000 Head,0.0
9199,"China, Hong Kong SAR",Export Value,0.0,1000 US$,0.0
9200,"China, Hong Kong SAR",Import Quantity,3679.0,1000 Head,3679000.0
9201,"China, Hong Kong SAR",Import Value,9871.0,1000 US$,9871000.0
9202,"China, Hong Kong SAR",Export Quantity,0.0,1000 Head,0.0
9203,"China, Hong Kong SAR",Export Value,0.0,1000 US$,0.0
9204,"China, Hong Kong SAR",Import Quantity,2229.0,1000 Head,2229000.0
9205,"China, Hong Kong SAR",Import Value,4444.0,1000 US$,4444000.0
9206,"China, Hong Kong SAR",Import Quantity,453.0,1000 Head,453000.0
9207,"China, Hong Kong SAR",Import Value,1009.0,1000 US$,1009000.0
9208,"China, Hong Kong SAR",Import Quantity,414.0,1000 Head,414000.0
9209,"China, Hong Kong SAR",Import Value,1020.0,1000 US$,1020000.0
9210,"China, Hong Kong SAR",Import Quantity,140.0,1000 Head,140000.0
9211,"China, Hong Kong SAR",Import Value,606.0,1000 US$,606000.0
9409,"China, Macao SAR",Import Quantity,2539.0,1000 Head,2539000.0
9410,"China, Macao SAR",Import Value,10680.0,1000 US$,10680000.0
9411,"China, Macao SAR",Export Quantity,0.0,1000 Head,0.0
9412,"China, Macao SAR",Export Value,0.0,1000 US$,0.0
9413,"China, Macao SAR",Import Quantity,2814.0,1000 Head,2814000.0
9414,"China, Macao SAR",Import Value,11721.0,1000 US$,11721000.0
9415,"China, Macao SAR",Export Quantity,0.0,1000 Head,0.0
9416,"China, Macao SAR",Export Value,0.0,1000 US$,0.0
9417,"China, Macao SAR",Import Quantity,2713.0,1000 Head,2713000.0
9418,"China, Macao SAR",Import Value,12466.0,1000 US$,12466000.0
9419,"China, Macao SAR",Export Quantity,0.0,1000 Head,0.0
9420,"China, Macao SAR",Export Value,0.0,1000 US$,0.0
9421,"China, Macao SAR",Import Quantity,2700.0,1000 Head,2700000.0
9422,"China, Macao SAR",Import Value,12150.0,1000 US$,12150000.0
9423,"China, Macao SAR",Export Quantity,0.0,1000 Head,0.0
9424,"China, Macao SAR",Export Value,0.0,1000 US$,0.0
9425,"China, Macao SAR",Import Quantity,2497.0,1000 Head,2497000.0
9426,"China, Macao SAR",Import Value,13857.0,1000 US$,13857000.0
9427,"China, Macao SAR",Import Quantity,3002.0,1000 Head,3002000.0
9428,"China, Macao SAR",Import Value,18285.0,1000 US$,18285000.0
9429,"China, Macao SAR",Import Quantity,2810.0,1000 Head,2810000.0
9430,"China, Macao SAR",Import Value,17175.0,1000 US$,17175000.0
9431,"China, Macao SAR",Import Quantity,2550.0,1000 Head,2550000.0
9432,"China, Macao SAR",Import Value,16360.0,1000 US$,16360000.0
9653,"China, mainland",Import Quantity,2092.0,1000 Head,2092000.0
9654,"China, mainland",Import Value,31338.0,1000 US$,31338000.0
9655,"China, mainland",Export Quantity,6958.0,1000 Head,6958000.0
9656,"China, mainland",Export Value,26100.0,1000 US$,26100000.0
9657,"China, mainland",Import Quantity,2805.0,1000 Head,2805000.0
9658,"China, mainland",Import Value,42314.0,1000 US$,42314000.0
9659,"China, mainland",Export Quantity,7235.0,1000 Head,7235000.0
9660,"China, mainland",Export Value,28624.0,1000 US$,28624000.0
9661,"China, mainland",Import Quantity,2798.0,1000 Head,2798000.0
9662,"China, mainland",Import Value,42360.0,1000 US$,42360000.0
9663,"China, mainland",Export Quantity,7360.0,1000 Head,7360000.0
9664,"China, mainland",Export Value,30936.0,1000 US$,30936000.0
9665,"China, mainland",Import Quantity,3190.0,1000 Head,3190000.0
9666,"China, mainland",Import Value,50700.0,1000 US$,50700000.0
9667,"China, mainland",Export Quantity,7168.0,1000 Head,7168000.0
9668,"China, mainland",Export Value,29756.0,1000 US$,29756000.0
9669,"China, mainland",Import Quantity,2600.0,1000 Head,2600000.0
9670,"China, mainland",Import Value,38156.0,1000 US$,38156000.0
9671,"China, mainland",Export Quantity,5256.0,1000 Head,5256000.0
9672,"China, mainland",Export Value,18513.0,1000 US$,18513000.0
9673,"China, mainland",Import Quantity,1400.0,1000 Head,1400000.0
9674,"China, mainland",Import Value,21963.0,1000 US$,21963000.0
9675,"China, mainland",Export Quantity,4476.0,1000 Head,4476000.0
9676,"China, mainland",Export Value,15693.0,1000 US$,15693000.0
9677,"China, mainland",Import Quantity,1440.0,1000 Head,1440000.0
9678,"China, mainland",Import Value,28957.0,1000 US$,28957000.0
9679,"China, mainland",Export Quantity,4200.0,1000 Head,4200000.0
9680,"China, mainland",Export Value,15320.0,1000 US$,15320000.0
9681,"China, mainland",Import Quantity,1018.0,1000 Head,1018000.0
9682,"China, mainland",Import Value,18653.0,1000 US$,18653000.0
9683,"China, mainland",Export Quantity,426.0,1000 Head,426000.0
9684,"China, mainland",Export Value,2234.0,1000 US$,2234000.0
9953,"China, Taiwan Province of",Import Quantity,294.0,1000 Head,294000.0
9954,"China, Taiwan Province of",Import Value,3338.0,1000 US$,3338000.0
9955,"China, Taiwan Province of",Export Quantity,0.0,1000 Head,0.0
9956,"China, Taiwan Province of",Export Value,0.0,1000 US$,0.0
9957,"China, Taiwan Province of",Import Quantity,352.0,1000 Head,352000.0
9958,"China, Taiwan Province of",Import Value,3727.0,1000 US$,3727000.0
9959,"China, Taiwan Province of",Export Quantity,0.0,1000 Head,0.0
9960,"China, Taiwan Province of",Export Value,0.0,1000 US$,0.0
9961,"China, Taiwan Province of",Import Quantity,236.0,1000 Head,236000.0
9962,"China, Taiwan Province of",Import Value,2760.0,1000 US$,2760000.0
9963,"China, Taiwan Province of",Export Quantity,0.0,1000 Head,0.0
9964,"China, Taiwan Province of",Export Value,0.0,1000 US$,0.0
9965,"China, Taiwan Province of",Import Quantity,298.0,1000 Head,298000.0
9966,"China, Taiwan Province of",Import Value,3585.0,1000 US$,3585000.0
9967,"China, Taiwan Province of",Export Quantity,0.0,1000 Head,0.0
9968,"China, Taiwan Province of",Export Value,0.0,1000 US$,0.0
9969,"China, Taiwan Province of",Import Quantity,637.0,1000 Head,637000.0
9970,"China, Taiwan Province of",Import Value,3603.0,1000 US$,3603000.0
9971,"China, Taiwan Province of",Export Quantity,0.0,1000 Head,0.0
9972,"China, Taiwan Province of",Export Value,4.0,1000 US$,4000.0
9973,"China, Taiwan Province of",Import Quantity,591.0,1000 Head,591000.0
9974,"China, Taiwan Province of",Import Value,4190.0,1000 US$,4190000.0
9975,"China, Taiwan Province of",Export Quantity,2.0,1000 Head,2000.0
9976,"China, Taiwan Province of",Export Value,7.0,1000 US$,7000.0
9977,"China, Taiwan Province of",Import Quantity,815.0,1000 Head,815000.0
9978,"China, Taiwan Province of",Import Value,4036.0,1000 US$,4036000.0
9979,"China, Taiwan Province of",Import Quantity,759.0,1000 Head,759000.0
9980,"China, Taiwan Province of",Import Value,3672.0,1000 US$,3672000.0
9981,"China, Taiwan Province of",Export Quantity,0.0,1000 Head,0.0
9982,"China, Taiwan Province of",Export Value,0.0,1000 US$,0.0
10257,Colombia,Import Quantity,483.0,1000 Head,483000.0
10258,Colombia,Import Value,7090.0,1000 US$,7090000.0
10259,Colombia,Export Quantity,963.0,1000 Head,963000.0
10260,Colombia,Export Value,1538.0,1000 US$,1538000.0
10261,Colombia,Import Quantity,540.0,1000 Head,540000.0
10262,Colombia,Import Value,7607.0,1000 US$,7607000.0
10263,Colombia,Export Quantity,1297.0,1000 Head,1297000.0
10264,Colombia,Export Value,1948.0,1000 US$,1948000.0
10265,Colombia,Import Quantity,667.0,1000 Head,667000.0
10266,Colombia,Import Value,8342.0,1000 US$,8342000.0
10267,Colombia,Export Quantity,2148.0,1000 Head,2148000.0
10268,Colombia,Export Value,2568.0,1000 US$,2568000.0
10269,Colombia,Import Quantity,713.0,1000 Head,713000.0
10270,Colombia,Import Value,8926.0,1000 US$,8926000.0
10271,Colombia,Export Quantity,1986.0,1000 Head,1986000.0
10272,Colombia,Export Value,2432.0,1000 US$,2432000.0
10273,Colombia,Import Quantity,646.0,1000 Head,646000.0
10274,Colombia,Import Value,8677.0,1000 US$,8677000.0
10275,Colombia,Export Quantity,1461.0,1000 Head,1461000.0
10276,Colombia,Export Value,1617.0,1000 US$,1617000.0
10277,Colombia,Import Quantity,790.0,1000 Head,790000.0
10278,Colombia,Import Value,11354.0,1000 US$,11354000.0
10279,Colombia,Export Quantity,1246.0,1000 Head,1246000.0
10280,Colombia,Export Value,1884.0,1000 US$,1884000.0
10281,Colombia,Import Quantity,764.0,1000 Head,764000.0
10282,Colombia,Import Value,11380.0,1000 US$,11380000.0
10283,Colombia,Export Quantity,372.0,1000 Head,372000.0
10284,Colombia,Export Value,936.0,1000 US$,936000.0
10285,Colombia,Import Quantity,820.0,1000 Head,820000.0
10286,Colombia,Import Value,12113.0,1000 US$,12113000.0
10287,Colombia,Export Quantity,370.0,1000 Head,370000.0
10288,Colombia,Export Value,738.0,1000 US$,738000.0
10476,Comoros,Import Quantity,0.0,1000 Head,0.0
10477,Comoros,Import Value,0.0,1000 US$,0.0
10478,Comoros,Import Quantity,0.0,1000 Head,0.0
10479,Comoros,Import Value,0.0,1000 US$,0.0
10480,Comoros,Import Quantity,0.0,1000 Head,0.0
10481,Comoros,Import Value,0.0,1000 US$,0.0
10482,Comoros,Import Quantity,22.0,1000 Head,22000.0
10483,Comoros,Import Value,15.0,1000 US$,15000.0
10484,Comoros,Import Quantity,21.0,1000 Head,21000.0
10485,Comoros,Import Value,21.0,1000 US$,21000.0
10486,Comoros,Import Quantity,44.0,1000 Head,44000.0
10487,Comoros,Import Value,38.0,1000 US$,38000.0
10488,Comoros,Import Quantity,65.0,1000 Head,65000.0
10489,Comoros,Import Value,61.0,1000 US$,61000.0
10490,Comoros,Import Quantity,66.0,1000 Head,66000.0
10491,Comoros,Import Value,63.0,1000 US$,63000.0
10563,Congo,Import Quantity,8.0,1000 Head,8000.0
10564,Congo,Import Value,11.0,1000 US$,11000.0
10565,Congo,Import Quantity,0.0,1000 Head,0.0
10566,Congo,Import Value,0.0,1000 US$,0.0
10567,Congo,Import Quantity,10.0,1000 Head,10000.0
10568,Congo,Import Value,15.0,1000 US$,15000.0
10569,Congo,Import Quantity,32.0,1000 Head,32000.0
10570,Congo,Import Value,47.0,1000 US$,47000.0
10571,Congo,Import Quantity,16.0,1000 Head,16000.0
10572,Congo,Import Value,50.0,1000 US$,50000.0
10573,Congo,Import Quantity,334.0,1000 Head,334000.0
10574,Congo,Import Value,549.0,1000 US$,549000.0
10575,Congo,Import Quantity,253.0,1000 Head,253000.0
10576,Congo,Import Value,327.0,1000 US$,327000.0
10577,Congo,Import Quantity,219.0,1000 Head,219000.0
10578,Congo,Import Value,125.0,1000 US$,125000.0
10669,Cook Islands,Import Quantity,3.0,1000 Head,3000.0
10670,Cook Islands,Import Value,8.0,1000 US$,8000.0
10671,Cook Islands,Import Quantity,4.0,1000 Head,4000.0
10672,Cook Islands,Import Value,9.0,1000 US$,9000.0
10673,Cook Islands,Import Quantity,4.0,1000 Head,4000.0
10674,Cook Islands,Import Value,9.0,1000 US$,9000.0
10675,Cook Islands,Import Quantity,3.0,1000 Head,3000.0
10676,Cook Islands,Import Value,8.0,1000 US$,8000.0
10677,Cook Islands,Import Quantity,1.0,1000 Head,1000.0
10678,Cook Islands,Import Value,2.0,1000 US$,2000.0
10679,Cook Islands,Import Quantity,1.0,1000 Head,1000.0
10680,Cook Islands,Import Value,4.0,1000 US$,4000.0
10681,Cook Islands,Import Quantity,1.0,1000 Head,1000.0
10682,Cook Islands,Import Value,2.0,1000 US$,2000.0
10683,Cook Islands,Import Quantity,0.0,1000 Head,0.0
10684,Cook Islands,Import Value,2.0,1000 US$,2000.0
10813,Costa Rica,Import Quantity,1148.0,1000 Head,1148000.0
10814,Costa Rica,Import Value,3142.0,1000 US$,3142000.0
10815,Costa Rica,Export Quantity,5415.0,1000 Head,5415000.0
10816,Costa Rica,Export Value,3116.0,1000 US$,3116000.0
10817,Costa Rica,Import Quantity,1135.0,1000 Head,1135000.0
10818,Costa Rica,Import Value,3390.0,1000 US$,3390000.0
10819,Costa Rica,Export Quantity,5207.0,1000 Head,5207000.0
10820,Costa Rica,Export Value,3201.0,1000 US$,3201000.0
10821,Costa Rica,Import Quantity,1097.0,1000 Head,1097000.0
10822,Costa Rica,Import Value,3333.0,1000 US$,3333000.0
10823,Costa Rica,Export Quantity,3299.0,1000 Head,3299000.0
10824,Costa Rica,Export Value,2677.0,1000 US$,2677000.0
10825,Costa Rica,Import Quantity,1214.0,1000 Head,1214000.0
10826,Costa Rica,Import Value,3864.0,1000 US$,3864000.0
10827,Costa Rica,Export Quantity,3441.0,1000 Head,3441000.0
10828,Costa Rica,Export Value,2828.0,1000 US$,2828000.0
10829,Costa Rica,Import Quantity,1245.0,1000 Head,1245000.0
10830,Costa Rica,Import Value,4304.0,1000 US$,4304000.0
10831,Costa Rica,Export Quantity,2185.0,1000 Head,2185000.0
10832,Costa Rica,Export Value,1776.0,1000 US$,1776000.0
10833,Costa Rica,Import Quantity,1427.0,1000 Head,1427000.0
10834,Costa Rica,Import Value,5296.0,1000 US$,5296000.0
10835,Costa Rica,Export Quantity,6501.0,1000 Head,6501000.0
10836,Costa Rica,Export Value,4352.0,1000 US$,4352000.0
10837,Costa Rica,Import Quantity,1406.0,1000 Head,1406000.0
10838,Costa Rica,Import Value,6045.0,1000 US$,6045000.0
10839,Costa Rica,Export Quantity,6140.0,1000 Head,6140000.0
10840,Costa Rica,Export Value,4560.0,1000 US$,4560000.0
10841,Costa Rica,Import Quantity,1408.0,1000 Head,1408000.0
10842,Costa Rica,Import Value,6480.0,1000 US$,6480000.0
10843,Costa Rica,Export Quantity,7864.0,1000 Head,7864000.0
10844,Costa Rica,Export Value,6063.0,1000 US$,6063000.0
11034,Côte d'Ivoire,Import Quantity,291.0,1000 Head,291000.0
11035,Côte d'Ivoire,Import Value,1411.0,1000 US$,1411000.0
11036,Côte d'Ivoire,Export Quantity,29.0,1000 Head,29000.0
11037,Côte d'Ivoire,Export Value,17.0,1000 US$,17000.0
11038,Côte d'Ivoire,Import Quantity,503.0,1000 Head,503000.0
11039,Côte d'Ivoire,Import Value,1810.0,1000 US$,1810000.0
11040,Côte d'Ivoire,Export Quantity,0.0,1000 Head,0.0
11041,Côte d'Ivoire,Export Value,0.0,1000 US$,0.0
11042,Côte d'Ivoire,Import Quantity,532.0,1000 Head,532000.0
11043,Côte d'Ivoire,Import Value,2563.0,1000 US$,2563000.0
11044,Côte d'Ivoire,Export Quantity,57.0,1000 Head,57000.0
11045,Côte d'Ivoire,Export Value,15.0,1000 US$,15000.0
11046,Côte d'Ivoire,Import Quantity,421.0,1000 Head,421000.0
11047,Côte d'Ivoire,Import Value,1595.0,1000 US$,1595000.0
11048,Côte d'Ivoire,Export Quantity,8.0,1000 Head,8000.0
11049,Côte d'Ivoire,Export Value,5.0,1000 US$,5000.0
11050,Côte d'Ivoire,Import Quantity,529.0,1000 Head,529000.0
11051,Côte d'Ivoire,Import Value,2809.0,1000 US$,2809000.0
11052,Côte d'Ivoire,Export Quantity,394.0,1000 Head,394000.0
11053,Côte d'Ivoire,Export Value,208.0,1000 US$,208000.0
11054,Côte d'Ivoire,Import Quantity,596.0,1000 Head,596000.0
11055,Côte d'Ivoire,Import Value,2268.0,1000 US$,2268000.0
11056,Côte d'Ivoire,Export Quantity,58.0,1000 Head,58000.0
11057,Côte d'Ivoire,Export Value,61.0,1000 US$,61000.0
11058,Côte d'Ivoire,Import Quantity,988.0,1000 Head,988000.0
11059,Côte d'Ivoire,Import Value,3631.0,1000 US$,3631000.0
11060,Côte d'Ivoire,Export Quantity,2.0,1000 Head,2000.0
11061,Côte d'Ivoire,Export Value,0.0,1000 US$,0.0
11062,Côte d'Ivoire,Import Quantity,983.0,1000 Head,983000.0
11063,Côte d'Ivoire,Import Value,3825.0,1000 US$,3825000.0
11064,Côte d'Ivoire,Export Quantity,3.0,1000 Head,3000.0
11065,Côte d'Ivoire,Export Value,2.0,1000 US$,2000.0
11321,Croatia,Import Quantity,1162.0,1000 Head,1162000.0
11322,Croatia,Import Value,2719.0,1000 US$,2719000.0
11323,Croatia,Export Quantity,2036.0,1000 Head,2036000.0
11324,Croatia,Export Value,1448.0,1000 US$,1448000.0
11325,Croatia,Import Quantity,1466.0,1000 Head,1466000.0
11326,Croatia,Import Value,3030.0,1000 US$,3030000.0
11327,Croatia,Export Quantity,3020.0,1000 Head,3020000.0
11328,Croatia,Export Value,1772.0,1000 US$,1772000.0
11329,Croatia,Import Quantity,2875.0,1000 Head,2875000.0
11330,Croatia,Import Value,2963.0,1000 US$,2963000.0
11331,Croatia,Export Quantity,5699.0,1000 Head,5699000.0
11332,Croatia,Export Value,2878.0,1000 US$,2878000.0
11333,Croatia,Import Quantity,2422.0,1000 Head,2422000.0
11334,Croatia,Import Value,2962.0,1000 US$,2962000.0
11335,Croatia,Export Quantity,5765.0,1000 Head,5765000.0
11336,Croatia,Export Value,3757.0,1000 US$,3757000.0
11337,Croatia,Import Quantity,6364.0,1000 Head,6364000.0
11338,Croatia,Import Value,5530.0,1000 US$,5530000.0
11339,Croatia,Export Quantity,7694.0,1000 Head,7694000.0
11340,Croatia,Export Value,7289.0,1000 US$,7289000.0
11341,Croatia,Import Quantity,7442.0,1000 Head,7442000.0
11342,Croatia,Import Value,5220.0,1000 US$,5220000.0
11343,Croatia,Export Quantity,8171.0,1000 Head,8171000.0
11344,Croatia,Export Value,5336.0,1000 US$,5336000.0
11345,Croatia,Import Quantity,7408.0,1000 Head,7408000.0
11346,Croatia,Import Value,4909.0,1000 US$,4909000.0
11347,Croatia,Export Quantity,8208.0,1000 Head,8208000.0
11348,Croatia,Export Value,6314.0,1000 US$,6314000.0
11349,Croatia,Import Quantity,8663.0,1000 Head,8663000.0
11350,Croatia,Import Value,5999.0,1000 US$,5999000.0
11351,Croatia,Export Quantity,9706.0,1000 Head,9706000.0
11352,Croatia,Export Value,8231.0,1000 US$,8231000.0
11609,Cuba,Import Quantity,0.0,1000 Head,0.0
11610,Cuba,Import Value,0.0,1000 US$,0.0
11611,Cuba,Export Quantity,0.0,1000 Head,0.0
11612,Cuba,Export Value,0.0,1000 US$,0.0
11613,Cuba,Import Quantity,0.0,1000 Head,0.0
11614,Cuba,Import Value,0.0,1000 US$,0.0
11615,Cuba,Export Quantity,0.0,1000 Head,0.0
11616,Cuba,Export Value,0.0,1000 US$,0.0
11617,Cuba,Import Quantity,0.0,1000 Head,0.0
11618,Cuba,Import Value,0.0,1000 US$,0.0
11619,Cuba,Export Quantity,0.0,1000 Head,0.0
11620,Cuba,Export Value,0.0,1000 US$,0.0
11621,Cuba,Import Quantity,0.0,1000 Head,0.0
11622,Cuba,Import Value,0.0,1000 US$,0.0
11623,Cuba,Export Quantity,0.0,1000 Head,0.0
11624,Cuba,Export Value,0.0,1000 US$,0.0
11625,Cuba,Export Quantity,0.0,1000 Head,0.0
11626,Cuba,Export Value,0.0,1000 US$,0.0
11627,Cuba,Export Quantity,0.0,1000 Head,0.0
11628,Cuba,Export Value,0.0,1000 US$,0.0
11629,Cuba,Export Quantity,0.0,1000 Head,0.0
11630,Cuba,Export Value,0.0,1000 US$,0.0
11819,Cyprus,Import Quantity,363.0,1000 Head,363000.0
11820,Cyprus,Import Value,1139.0,1000 US$,1139000.0
11821,Cyprus,Export Quantity,0.0,1000 Head,0.0
11822,Cyprus,Export Value,0.0,1000 US$,0.0
11823,Cyprus,Import Quantity,233.0,1000 Head,233000.0
11824,Cyprus,Import Value,691.0,1000 US$,691000.0
11825,Cyprus,Export Quantity,0.0,1000 Head,0.0
11826,Cyprus,Export Value,0.0,1000 US$,0.0
11827,Cyprus,Import Quantity,294.0,1000 Head,294000.0
11828,Cyprus,Import Value,988.0,1000 US$,988000.0
11829,Cyprus,Export Quantity,0.0,1000 Head,0.0
11830,Cyprus,Export Value,2.0,1000 US$,2000.0
11831,Cyprus,Import Quantity,347.0,1000 Head,347000.0
11832,Cyprus,Import Value,715.0,1000 US$,715000.0
11833,Cyprus,Export Quantity,0.0,1000 Head,0.0
11834,Cyprus,Export Value,0.0,1000 US$,0.0
11835,Cyprus,Import Quantity,257.0,1000 Head,257000.0
11836,Cyprus,Import Value,625.0,1000 US$,625000.0
11837,Cyprus,Import Quantity,167.0,1000 Head,167000.0
11838,Cyprus,Import Value,384.0,1000 US$,384000.0
11839,Cyprus,Import Quantity,170.0,1000 Head,170000.0
11840,Cyprus,Import Value,477.0,1000 US$,477000.0
11841,Cyprus,Import Quantity,118.0,1000 Head,118000.0
11842,Cyprus,Import Value,311.0,1000 US$,311000.0
12111,Czechia,Import Quantity,25105.0,1000 Head,25105000.0
12112,Czechia,Import Value,25687.0,1000 US$,25687000.0
12113,Czechia,Export Quantity,99125.0,1000 Head,99125000.0
12114,Czechia,Export Value,64792.0,1000 US$,64792000.0
12115,Czechia,Import Quantity,21238.0,1000 Head,21238000.0
12116,Czechia,Import Value,28001.0,1000 US$,28001000.0
12117,Czechia,Export Quantity,98658.0,1000 Head,98658000.0
12118,Czechia,Export Value,80901.0,1000 US$,80901000.0
12119,Czechia,Import Quantity,23941.0,1000 Head,23941000.0
12120,Czechia,Import Value,29762.0,1000 US$,29762000.0
12121,Czechia,Export Quantity,91274.0,1000 Head,91274000.0
12122,Czechia,Export Value,65774.0,1000 US$,65774000.0
12123,Czechia,Import Quantity,19467.0,1000 Head,19467000.0
12124,Czechia,Import Value,31275.0,1000 US$,31275000.0
12125,Czechia,Export Quantity,91516.0,1000 Head,91516000.0
12126,Czechia,Export Value,72934.0,1000 US$,72934000.0
12127,Czechia,Import Quantity,14535.0,1000 Head,14535000.0
12128,Czechia,Import Value,25897.0,1000 US$,25897000.0
12129,Czechia,Export Quantity,114634.0,1000 Head,114634000.0
12130,Czechia,Export Value,80620.0,1000 US$,80620000.0
12131,Czechia,Import Quantity,14642.0,1000 Head,14642000.0
12132,Czechia,Import Value,24850.0,1000 US$,24850000.0
12133,Czechia,Export Quantity,120635.0,1000 Head,120635000.0
12134,Czechia,Export Value,66391.0,1000 US$,66391000.0
12135,Czechia,Import Quantity,15413.0,1000 Head,15413000.0
12136,Czechia,Import Value,24114.0,1000 US$,24114000.0
12137,Czechia,Export Quantity,98143.0,1000 Head,98143000.0
12138,Czechia,Export Value,58089.0,1000 US$,58089000.0
12139,Czechia,Import Quantity,14401.0,1000 Head,14401000.0
12140,Czechia,Import Value,23398.0,1000 US$,23398000.0
12141,Czechia,Export Quantity,103363.0,1000 Head,103363000.0
12142,Czechia,Export Value,61147.0,1000 US$,61147000.0
12403,Czechoslovakia,Import Quantity,0.0,1000 Head,0.0
12404,Czechoslovakia,Import Value,0.0,1000 US$,0.0
12405,Czechoslovakia,Export Quantity,0.0,1000 Head,0.0
12406,Czechoslovakia,Export Value,0.0,1000 US$,0.0
12407,Czechoslovakia,Import Quantity,0.0,1000 Head,0.0
12408,Czechoslovakia,Import Value,0.0,1000 US$,0.0
12409,Czechoslovakia,Export Quantity,0.0,1000 Head,0.0
12410,Czechoslovakia,Export Value,0.0,1000 US$,0.0
12411,Czechoslovakia,Import Quantity,0.0,1000 Head,0.0
12412,Czechoslovakia,Import Value,0.0,1000 US$,0.0
12413,Czechoslovakia,Export Quantity,0.0,1000 Head,0.0
12414,Czechoslovakia,Export Value,0.0,1000 US$,0.0
12415,Czechoslovakia,Import Quantity,,1000 Head,
12416,Czechoslovakia,Import Value,,1000 US$,
12417,Czechoslovakia,Export Quantity,,1000 Head,
12418,Czechoslovakia,Export Value,,1000 US$,
12548,Democratic Republic of the Congo,Import Quantity,686.0,1000 Head,686000.0
12549,Democratic Republic of the Congo,Import Value,496.0,1000 US$,496000.0
12550,Democratic Republic of the Congo,Import Quantity,560.0,1000 Head,560000.0
12551,Democratic Republic of the Congo,Import Value,526.0,1000 US$,526000.0
12552,Democratic Republic of the Congo,Import Quantity,605.0,1000 Head,605000.0
12553,Democratic Republic of the Congo,Import Value,523.0,1000 US$,523000.0
12554,Democratic Republic of the Congo,Import Quantity,1072.0,1000 Head,1072000.0
12555,Democratic Republic of the Congo,Import Value,1216.0,1000 US$,1216000.0
12556,Democratic Republic of the Congo,Import Quantity,1180.0,1000 Head,1180000.0
12557,Democratic Republic of the Congo,Import Value,1322.0,1000 US$,1322000.0
12558,Democratic Republic of the Congo,Import Quantity,2725.0,1000 Head,2725000.0
12559,Democratic Republic of the Congo,Import Value,1708.0,1000 US$,1708000.0
12560,Democratic Republic of the Congo,Import Quantity,896.0,1000 Head,896000.0
12561,Democratic Republic of the Congo,Import Value,783.0,1000 US$,783000.0
12562,Democratic Republic of the Congo,Import Quantity,983.0,1000 Head,983000.0
12563,Democratic Republic of the Congo,Import Value,1179.0,1000 US$,1179000.0
12564,Democratic Republic of the Congo,Export Quantity,58.0,1000 Head,58000.0
12565,Democratic Republic of the Congo,Export Value,1.0,1000 US$,1000.0
12760,Denmark,Import Quantity,2153.0,1000 Head,2153000.0
12761,Denmark,Import Value,10836.0,1000 US$,10836000.0
12762,Denmark,Export Quantity,36496.0,1000 Head,36496000.0
12763,Denmark,Export Value,46371.0,1000 US$,46371000.0
12764,Denmark,Import Quantity,2304.0,1000 Head,2304000.0
12765,Denmark,Import Value,12420.0,1000 US$,12420000.0
12766,Denmark,Export Quantity,36453.0,1000 Head,36453000.0
12767,Denmark,Export Value,49527.0,1000 US$,49527000.0
12768,Denmark,Import Quantity,4371.0,1000 Head,4371000.0
